datetime,hour,amount
2022-05-13,2,31
2022-05-13,3,53
2022-05-13,4,48
2022-05-13,5,32
2022-05-14,9,2457
2022-05-14,10,4346
2022-05-14,11,5435
2022-05-14,12,6749
2022-05-14,13,7540
2022-05-14,14,8195
2022-05-14,15,7882
2022-05-14,16,8512
2022-05-14,17,8217
2022-05-14,18,8997
2022-05-14,19,4487
2022-05-21,10,590
2022-05-21,11,1948
2022-05-21,12,2441
2022-05-21,13,2622
2022-05-21,14,665
2022-05-24,21,600
2022-05-24,23,4
2022-05-25,0,45
2022-05-25,1,15
2022-05-25,2,8
2022-05-25,3,5
2022-05-25,4,17
2022-05-25,5,59
2022-05-25,6,358
2022-05-25,7,1642
2022-05-25,8,2875
2022-05-25,9,1980
2022-05-25,10,1697
2022-05-25,11,1592
2022-05-25,12,1505
2022-05-28,23,83
2022-05-29,0,80
2022-05-29,1,71
2022-05-29,2,71
2022-05-29,3,68
2022-05-29,4,71
2022-05-29,5,71
2022-05-29,6,73
2022-05-29,7,65
2022-05-29,8,85
2022-05-29,9,90
2022-05-29,10,93
2022-05-29,11,93
2022-05-29,12,83
2022-05-29,13,86
2022-05-29,14,88
2022-05-29,15,93
2022-05-29,16,77
2022-05-29,17,50
2022-05-29,18,54
2022-05-29,19,56
2022-05-29,20,75
2022-05-29,21,91
2022-05-29,22,107
2022-05-29,23,100
2022-05-30,0,93
2022-05-30,1,85
2022-05-30,2,81
2022-05-30,3,83
2022-05-30,4,78
2022-05-30,5,85
2022-05-30,6,77
2022-05-30,7,97
2022-05-30,8,87
2022-05-30,9,96
2022-05-30,10,96
2022-05-30,11,88
2022-05-30,12,81
2022-07-12,20,46
